Model,F-MSE,F-RMSE,F-L1,S-MSE,S-RMSE,S-L1,T-MSE,T-RMSE,T-L1,A-MSE,A-RMSE,A-L1,Full-MSE,Full-RMSE,Full-L1
Dynamics,850.0771802931831,29.156083075289505,20.355491380916362,866.0696267053816,29.42906092122855,19.808579016453464,852.363173114255,29.19525942878835,21.702773375800543,882.5841671273566,29.708318147067104,21.279446098292652,858.1551209790229,29.294284783537947,20.785236694581563
